id_transaksi,id_pelanggan,id_produk,nama_produk,kategori_produk,jumlah_pembelian,tanggal_transaksi
ORD_0008110,CUST_164,PRD_101,Celengan Ayam Jago,Celengan,1,2025-01-31 12:22
ORD_0008111,CUST_199,PRD_102,Celengan Target Kaleng,Celengan,1,2025-01-31 12:26
ORD_0008112,CUST_142,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-01-31 12:32
ORD_0008114,CUST_337,PRD_101,Celengan Ayam Jago,Celengan,1,2025-01-31 12:42
ORD_0008115,CUST_500,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-01-31 13:07
ORD_0008116,CUST_228,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-01-31 13:55
ORD_0008118,CUST_004,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-01-31 15:40
ORD_0008118,CUST_004,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-01-31 15:40
ORD_0008119,CUST_056,PRD_BAN,Bangku / Kursi Kecil Standar,Bangku / Kursi Kecil,1,2025-01-31 15:46
ORD_0008119,CUST_056,PRD_101,Celengan Ayam Jago,Celengan,1,2025-01-31 15:46
ORD_0008119,CUST_056,PRD_102,Celengan Target Kaleng,Celengan,1,2025-01-31 15:46
ORD_0008119,CUST_056,PRD_PER,Perlengkapan Packing Standar,Perlengkapan Packing,1,2025-01-31 15:46
ORD_0008120,CUST_199,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,3,2025-01-31 15:48
ORD_0008121,CUST_116,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-01-31 15:51
ORD_0008123,CUST_003,PRD_101,Celengan Ayam Jago,Celengan,1,2025-01-31 16:13
ORD_0008126,CUST_257,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-01-31 17:16
ORD_0008127,CUST_251,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,2,2025-01-31 17:25
ORD_0008128,CUST_074,PRD_TOP,Toples / Sealware Standar,Toples / Sealware,1,2025-01-31 17:28
ORD_0008129,CUST_353,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-01-31 17:42
ORD_0008130,CUST_453,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-01-31 19:01
ORD_0008131,CUST_094,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-01-31 19:29
ORD_0008134,CUST_238,PRD_203,Door Stopper Karet,Aksesoris Pintu,2,2025-01-31 21:09
ORD_0008135,CUST_421,PRD_102,Celengan Target Kaleng,Celengan,1,2025-01-31 21:14
ORD_0008136,CUST_244,PRD_BAN,Bangku / Kursi Kecil Standar,Bangku / Kursi Kecil,1,2025-01-31 22:14
order_id,CUST_063,PRD_PRO,product_category Standar,product_category,Jumlah,Waktu Pesanan Dibuat
ORD_0005599,CUST_419,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-01 00:40
ORD_0005600,CUST_279,PRD_201,Gembok Anti Maling,Aksesoris Pintu,2,2025-02-01 05:00
ORD_0005601,CUST_190,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-01 05:31
ORD_0005602,CUST_027,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-01 05:50
ORD_0005602,CUST_027,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-01 05:50
ORD_0005602,CUST_027,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-01 05:50
ORD_0005603,CUST_080,PRD_203,Door Stopper Karet,Aksesoris Pintu,2,2025-02-01 07:15
ORD_0005604,CUST_028,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-01 07:30
ORD_0005605,CUST_161,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-02-01 08:56
ORD_0005606,CUST_170,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 10:17
ORD_0005607,CUST_372,PRD_102,Celengan Target Kaleng,Celengan,2,2025-02-01 10:38
ORD_0005608,CUST_397,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 11:16
ORD_0005609,CUST_035,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-02-01 11:21
ORD_0005610,CUST_066,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-02-01 11:39
ORD_0005611,CUST_207,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-01 12:03
ORD_0005612,CUST_426,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 12:17
ORD_0005612,CUST_426,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 12:17
ORD_0005614,CUST_229,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-01 13:43
ORD_0005615,CUST_183,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-01 14:45
ORD_0005615,CUST_183,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-01 14:45
ORD_0005616,CUST_024,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-01 14:56
ORD_0005617,CUST_026,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-01 14:59
ORD_0005617,CUST_026,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-01 14:59
ORD_0005618,CUST_226,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-01 15:04
ORD_0005620,CUST_038,PRD_101,Celengan Ayam Jago,Celengan,2,2025-02-01 15:14
ORD_0005621,CUST_399,PRD_999,Produk Lain-lain,Other,1,2025-02-01 15:29
ORD_0005622,CUST_186,PRD_201,Gembok Anti Maling,Aksesoris Pintu,2,2025-02-01 16:08
ORD_0005623,CUST_149,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 17:41
ORD_0005623,CUST_149,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-01 17:41
ORD_0005624,CUST_299,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-01 18:02
ORD_0005625,CUST_056,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-01 18:25
ORD_0005625,CUST_056,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-01 18:25
ORD_0005626,CUST_168,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-01 18:49
ORD_0005627,CUST_365,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-01 19:16
ORD_0005628,CUST_160,PRD_PER,Peralatan Makan Standar,Peralatan Makan,1,2025-02-01 19:22
ORD_0005628,CUST_160,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,6,2025-02-01 19:22
ORD_0005629,CUST_452,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 19:31
ORD_0005630,CUST_291,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 19:46
ORD_0005631,CUST_367,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-01 20:18
ORD_0005632,CUST_382,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-01 20:24
ORD_0005633,CUST_300,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-01 20:36
ORD_0005634,CUST_390,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-01 20:38
ORD_0005635,CUST_254,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-01 21:12
ORD_0005636,CUST_090,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-01 21:28
ORD_0005637,CUST_355,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-01 21:30
ORD_0005638,CUST_394,PRD_999,Produk Lain-lain,Other,1,2025-02-01 22:41
ORD_0005640,CUST_077,PRD_203,Door Stopper Karet,Aksesoris Pintu,2,2025-02-01 23:19
ORD_0005641,CUST_246,PRD_999,Produk Lain-lain,Other,1,2025-02-01 23:22
ORD_0005642,CUST_129,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-01 23:23
ORD_0005643,CUST_193,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-01 23:24
ORD_0005644,CUST_056,PRD_502,Tempat Sabun Cair,Peralatan Kamar Mandi,1,2025-02-02 00:06
ORD_0005644,CUST_056,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-02 00:06
ORD_0005645,CUST_216,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-02 00:09
ORD_0005646,CUST_094,PRD_401,Rak Sepatu 4 Susun,Rak / Rak Serbaguna,1,2025-02-02 00:12
ORD_0005647,CUST_461,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-02 00:54
ORD_0005648,CUST_232,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,4,2025-02-02 00:59
ORD_0005649,CUST_191,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-02 01:06
ORD_0005650,CUST_069,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-02 02:14
ORD_0005651,CUST_364,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-02 02:47
ORD_0005652,CUST_474,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,8,2025-02-02 03:42
ORD_0005654,CUST_317,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-02 05:22
ORD_0005655,CUST_364,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,2,2025-02-02 06:03
ORD_0005656,CUST_355,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-02 06:47
ORD_0005657,CUST_426,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-02 06:53
ORD_0005658,CUST_342,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-02 06:57
ORD_0005659,CUST_377,PRD_GAY,Gayung Standar,Gayung,1,2025-02-02 07:32
ORD_0005660,CUST_426,PRD_601,Keranjang Baju Kotor,Keranjang,5,2025-02-02 07:49
ORD_0005661,CUST_136,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-02 07:56
ORD_0005662,CUST_312,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-02 08:34
ORD_0005665,CUST_007,PRD_701,Termos Nasi 5L,Tempat Nasi,1,2025-02-02 09:03
ORD_0005666,CUST_475,PRD_101,Celengan Ayam Jago,Celengan,2,2025-02-02 09:27
ORD_0005667,CUST_180,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-02-02 09:27
ORD_0005667,CUST_180,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-02-02 09:27
ORD_0005668,CUST_117,PRD_999,Produk Lain-lain,Other,1,2025-02-02 09:47
ORD_0005668,CUST_117,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-02 09:47
ORD_0005668,CUST_117,PRD_502,Tempat Sabun Cair,Peralatan Kamar Mandi,1,2025-02-02 09:47
ORD_0005668,CUST_117,PRD_PER,Peralatan Makan Standar,Peralatan Makan,1,2025-02-02 09:47
ORD_0005668,CUST_117,PRD_MAN,Mangkok Standar,Mangkok,1,2025-02-02 09:47
ORD_0005668,CUST_117,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-02 09:47
ORD_0005669,CUST_255,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-02-02 09:56
ORD_0005671,CUST_220,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-02 10:17
ORD_0005673,CUST_172,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,20,2025-02-02 10:39
ORD_0005674,CUST_269,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-02 10:47
ORD_0005675,CUST_329,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-02 10:58
ORD_0005676,CUST_360,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-02 11:22
ORD_0005678,CUST_416,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-02 11:39
ORD_0005679,CUST_170,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-02-02 12:35
ORD_0005680,CUST_407,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-02 12:44
ORD_0005681,CUST_446,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-02 12:49
ORD_0005682,CUST_372,PRD_TAL,Talenan Standar,Talenan,1,2025-02-02 12:50
ORD_0005682,CUST_372,PRD_PER,Peralatan Makan Standar,Peralatan Makan,1,2025-02-02 12:50
ORD_0005682,CUST_372,PRD_PIS,Pisau / Alat Potong Standar,Pisau / Alat Potong,1,2025-02-02 12:50
ORD_0005682,CUST_372,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,3,2025-02-02 12:50
ORD_0005683,CUST_086,PRD_101,Celengan Ayam Jago,Celengan,2,2025-02-02 12:51
ORD_0005686,CUST_020,PRD_402,Rak Dinding Tempel,Rak / Rak Serbaguna,1,2025-02-02 13:28
ORD_0005687,CUST_164,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-02 13:40
ORD_0005687,CUST_164,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-02 13:40
ORD_0005688,CUST_305,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-02 14:01
ORD_0005689,CUST_102,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,2,2025-02-02 14:24
ORD_0005689,CUST_102,PRD_GAN,Gantungan Baju / Hanger Standar,Gantungan Baju / Hanger,1,2025-02-02 14:24
ORD_0005690,CUST_407,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-02 14:43
ORD_0005691,CUST_011,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-02 14:46
ORD_0005692,CUST_480,PRD_999,Produk Lain-lain,Other,1,2025-02-02 14:56
ORD_0005693,CUST_004,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-02 15:16
ORD_0005694,CUST_226,PRD_999,Produk Lain-lain,Other,1,2025-02-02 15:31
ORD_0005695,CUST_450,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-02 16:38
ORD_0005696,CUST_137,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-02 17:03
ORD_0005697,CUST_254,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-02 17:07
ORD_0005698,CUST_457,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-02 17:11
ORD_0005699,CUST_383,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-02-02 17:16
ORD_0005700,CUST_241,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-02 17:27
ORD_0005700,CUST_241,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-02 17:27
ORD_0005700,CUST_241,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-02 17:27
ORD_0005701,CUST_066,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-02-02 17:47
ORD_0005702,CUST_033,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-02 18:01
ORD_0005704,CUST_252,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-02 18:32
ORD_0005705,CUST_333,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-02 18:37
ORD_0005706,CUST_451,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-02-02 19:17
ORD_0005707,CUST_073,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-02 19:22
ORD_0005708,CUST_450,PRD_401,Rak Sepatu 4 Susun,Rak / Rak Serbaguna,1,2025-02-02 19:58
ORD_0005709,CUST_382,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-02 19:58
ORD_0005710,CUST_110,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-02 20:23
ORD_0005711,CUST_480,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-02-02 20:23
ORD_0005712,CUST_062,PRD_999,Produk Lain-lain,Other,2,2025-02-02 21:02
ORD_0005713,CUST_241,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-02 21:10
ORD_0005714,CUST_348,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-02 21:14
ORD_0005715,CUST_304,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-02 21:20
ORD_0005716,CUST_134,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-02-02 21:50
ORD_0005717,CUST_291,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-02 22:14
ORD_0005718,CUST_180,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-02-02 22:22
ORD_0005720,CUST_057,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-02 22:35
ORD_0005721,CUST_481,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-02 22:35
ORD_0005722,CUST_011,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-02 22:41
ORD_0005723,CUST_215,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-02 23:26
ORD_0005724,CUST_357,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-02 23:33
ORD_0005725,CUST_404,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-02 23:56
ORD_0005726,CUST_005,PRD_999,Produk Lain-lain,Other,1,2025-02-02 23:59
ORD_0005727,CUST_063,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-03 00:46
ORD_0005729,CUST_016,PRD_201,Gembok Anti Maling,Aksesoris Pintu,2,2025-02-03 05:40
ORD_0005731,CUST_024,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-03 08:07
ORD_0005732,CUST_271,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-03 08:07
ORD_0005733,CUST_485,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,8,2025-02-03 08:10
ORD_0005734,CUST_015,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,4,2025-02-03 08:18
ORD_0005735,CUST_214,PRD_701,Termos Nasi 5L,Tempat Nasi,2,2025-02-03 08:21
ORD_0005737,CUST_364,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-03 08:59
ORD_0005738,CUST_158,PRD_999,Produk Lain-lain,Other,1,2025-02-03 09:11
ORD_0005738,CUST_158,PRD_999,Produk Lain-lain,Other,1,2025-02-03 09:11
ORD_0005739,CUST_102,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-03 09:23
ORD_0005741,CUST_306,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-03 10:58
ORD_0005741,CUST_306,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-03 10:58
ORD_0005742,CUST_415,PRD_102,Celengan Target Kaleng,Celengan,2,2025-02-03 11:26
ORD_0005743,CUST_255,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-03 11:29
ORD_0005744,CUST_247,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-03 11:35
ORD_0005745,CUST_225,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-03 12:25
ORD_0005746,CUST_171,PRD_TEK,Teko / Jug Standar,Teko / Jug,1,2025-02-03 12:52
ORD_0005747,CUST_321,PRD_201,Gembok Anti Maling,Aksesoris Pintu,4,2025-02-03 13:14
ORD_0005747,CUST_321,PRD_203,Door Stopper Karet,Aksesoris Pintu,4,2025-02-03 13:14
ORD_0005749,CUST_130,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-03 13:42
ORD_0005751,CUST_434,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-03 14:41
ORD_0005752,CUST_404,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-02-03 14:50
ORD_0005753,CUST_491,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-03 16:09
ORD_0005754,CUST_440,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-02-03 16:54
ORD_0005755,CUST_124,PRD_701,Termos Nasi 5L,Tempat Nasi,2,2025-02-03 18:04
ORD_0005756,CUST_327,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-03 18:09
ORD_0005757,CUST_279,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-03 18:26
ORD_0005759,CUST_368,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-03 19:06
ORD_0005761,CUST_203,PRD_COB,Cobek / Ulekan Standar,Cobek / Ulekan,1,2025-02-03 19:26
ORD_0005762,CUST_102,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-03 19:31
ORD_0005763,CUST_342,PRD_999,Produk Lain-lain,Other,1,2025-02-03 19:33
ORD_0005764,CUST_214,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-03 19:40
ORD_0005764,CUST_214,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-03 19:40
ORD_0005766,CUST_369,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-03 20:44
ORD_0005767,CUST_308,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-03 20:53
ORD_0005767,CUST_308,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-03 20:53
ORD_0005767,CUST_308,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-03 20:53
ORD_0005768,CUST_109,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-03 20:58
ORD_0005769,CUST_093,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-03 21:35
ORD_0005770,CUST_480,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-03 21:53
ORD_0005771,CUST_349,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-03 21:59
ORD_0005771,CUST_349,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-02-03 21:59
ORD_0005772,CUST_293,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-03 22:01
ORD_0005773,CUST_423,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-03 22:16
ORD_0005774,CUST_040,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-03 22:18
ORD_0005775,CUST_033,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-03 22:23
ORD_0005776,CUST_185,PRD_402,Rak Dinding Tempel,Rak / Rak Serbaguna,1,2025-02-03 23:53
ORD_0005777,CUST_218,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-04 00:19
ORD_0005778,CUST_495,PRD_PIS,Pisau / Alat Potong Standar,Pisau / Alat Potong,1,2025-02-04 00:41
ORD_0005779,CUST_046,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-04 05:28
ORD_0005780,CUST_169,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-04 06:59
ORD_0005781,CUST_489,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-04 07:30
ORD_0005782,CUST_149,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-04 08:31
ORD_0005783,CUST_274,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-04 09:20
ORD_0005784,CUST_184,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-02-04 09:33
ORD_0005785,CUST_128,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-04 09:34
ORD_0005786,CUST_451,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,2,2025-02-04 10:09
ORD_0005786,CUST_451,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,4,2025-02-04 10:09
ORD_0005788,CUST_057,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-04 12:31
ORD_0005790,CUST_191,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-02-04 13:27
ORD_0005791,CUST_101,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-04 13:28
ORD_0005792,CUST_405,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-04 14:05
ORD_0005792,CUST_405,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-04 14:05
ORD_0005793,CUST_051,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-04 14:30
ORD_0005794,CUST_028,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,2,2025-02-04 14:45
ORD_0005796,CUST_273,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-04 15:07
ORD_0005797,CUST_340,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-04 15:35
ORD_0005798,CUST_068,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-02-04 16:00
ORD_0005799,CUST_102,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-04 16:44
ORD_0005800,CUST_353,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-04 16:58
ORD_0005801,CUST_015,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-04 17:10
ORD_0005802,CUST_474,PRD_BAN,Bangku / Kursi Kecil Standar,Bangku / Kursi Kecil,1,2025-02-04 17:54
ORD_0005802,CUST_474,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-02-04 17:54
ORD_0005802,CUST_474,PRD_PIS,Pisau / Alat Potong Standar,Pisau / Alat Potong,1,2025-02-04 17:54
ORD_0005803,CUST_049,PRD_PIS,Pisau / Alat Potong Standar,Pisau / Alat Potong,1,2025-02-04 18:35
ORD_0005804,CUST_429,PRD_402,Rak Dinding Tempel,Rak / Rak Serbaguna,1,2025-02-04 19:10
ORD_0005805,CUST_354,PRD_PLA,Plastik / Wadah Plastik Standar,Plastik / Wadah Plastik,1,2025-02-04 19:29
ORD_0005806,CUST_412,PRD_PLA,Plastik / Wadah Plastik Standar,Plastik / Wadah Plastik,3,2025-02-04 19:30
ORD_0005807,CUST_017,PRD_PER,Peralatan Makan Standar,Peralatan Makan,2,2025-02-04 19:35
ORD_0005807,CUST_017,PRD_SAR,Saringan / Strainer Standar,Saringan / Strainer,1,2025-02-04 19:35
ORD_0005808,CUST_165,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-04 19:46
ORD_0005809,CUST_107,PRD_501,Gantungan Handuk Stainless,Peralatan Kamar Mandi,1,2025-02-04 19:53
ORD_0005811,CUST_352,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-04 20:00
ORD_0005812,CUST_317,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-04 20:02
ORD_0005813,CUST_142,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-04 20:05
ORD_0005814,CUST_287,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-04 20:06
ORD_0005815,CUST_178,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-02-04 20:21
